date,disaster_type,title
2025-03-06,Sea and Lake Ice,Iceberg A76C
2025-03-21,Sea and Lake Ice,Iceberg A76C
2025-04-04,Sea and Lake Ice,Iceberg A76C
2025-04-11,Sea and Lake Ice,Iceberg A76C
2025-04-18,Sea and Lake Ice,Iceberg A76C
2025-05-09,Sea and Lake Ice,Iceberg A76C
2025-06-12,Sea and Lake Ice,Iceberg A76C
2025-07-31,Sea and Lake Ice,Iceberg A76C
2025-09-26,Sea and Lake Ice,Iceberg A76C
2025-10-16,Sea and Lake Ice,Iceberg A76C
2025-10-31,Sea and Lake Ice,Iceberg A76C
2025-11-07,Sea and Lake Ice,Iceberg A76C
2025-11-14,Sea and Lake Ice,Iceberg A76C
2025-11-21,Sea and Lake Ice,Iceberg A76C
2021-08-20,Sea and Lake Ice,Iceberg A77
2021-08-27,Sea and Lake Ice,Iceberg A77
2021-11-12,Sea and Lake Ice,Iceberg A77
2022-02-04,Sea and Lake Ice,Iceberg A77
2022-04-01,Sea and Lake Ice,Iceberg A77
2022-04-15,Sea and Lake Ice,Iceberg A77
2022-05-13,Sea and Lake Ice,Iceberg A77
2022-06-10,Sea and Lake Ice,Iceberg A77
2022-06-24,Sea and Lake Ice,Iceberg A77
2022-07-15,Sea and Lake Ice,Iceberg A77
2022-07-29,Sea and Lake Ice,Iceberg A77
2022-09-09,Sea and Lake Ice,Iceberg A77
2022-09-23,Sea and Lake Ice,Iceberg A77
2022-12-02,Sea and Lake Ice,Iceberg A77
2023-01-13,Sea and Lake Ice,Iceberg A77
2023-01-27,Sea and Lake Ice,Iceberg A77
2023-03-03,Sea and Lake Ice,Iceberg A77
2023-04-28,Sea and Lake Ice,Iceberg A77
2023-05-12,Sea and Lake Ice,Iceberg A77
2023-06-15,Sea and Lake Ice,Iceberg A77
2023-06-30,Sea and Lake Ice,Iceberg A77
2023-07-14,Sea and Lake Ice,Iceberg A77
2023-07-28,Sea and Lake Ice,Iceberg A77
2023-08-04,Sea and Lake Ice,Iceberg A77
2023-09-01,Sea and Lake Ice,Iceberg A77
2023-09-15,Sea and Lake Ice,Iceberg A77
2023-10-06,Sea and Lake Ice,Iceberg A77
2023-10-26,Sea and Lake Ice,Iceberg A77
2024-02-08,Sea and Lake Ice,Iceberg A77
2024-03-15,Sea and Lake Ice,Iceberg A77
2024-03-29,Sea and Lake Ice,Iceberg A77
2024-12-13,Sea and Lake Ice,Iceberg A77
2025-02-06,Sea and Lake Ice,Iceberg A77
2025-02-28,Sea and Lake Ice,Iceberg A77
2025-03-21,Sea and Lake Ice,Iceberg A77
2025-04-11,Sea and Lake Ice,Iceberg A77
2025-05-02,Sea and Lake Ice,Iceberg A77
2025-05-22,Sea and Lake Ice,Iceberg A77
2025-06-05,Sea and Lake Ice,Iceberg A77
2025-06-12,Sea and Lake Ice,Iceberg A77
2025-06-20,Sea and Lake Ice,Iceberg A77
2025-07-04,Sea and Lake Ice,Iceberg A77
2025-07-18,Sea and Lake Ice,Iceberg A77
2025-07-24,Sea and Lake Ice,Iceberg A77
2025-07-31,Sea and Lake Ice,Iceberg A77
2025-08-21,Sea and Lake Ice,Iceberg A77
2025-08-28,Sea and Lake Ice,Iceberg A77
2025-09-04,Sea and Lake Ice,Iceberg A77
2025-09-11,Sea and Lake Ice,Iceberg A77
2025-09-18,Sea and Lake Ice,Iceberg A77
2025-10-09,Sea and Lake Ice,Iceberg A77
2025-10-16,Sea and Lake Ice,Iceberg A77
2025-10-23,Sea and Lake Ice,Iceberg A77
2025-10-31,Sea and Lake Ice,Iceberg A77
2025-11-07,Sea and Lake Ice,Iceberg A77
2025-11-14,Sea and Lake Ice,Iceberg A77
2025-11-21,Sea and Lake Ice,Iceberg A77
2022-06-10,Sea and Lake Ice,Iceberg A74A
2022-12-02,Sea and Lake Ice,Iceberg A74A
2023-01-20,Sea and Lake Ice,Iceberg A74A
2023-03-03,Sea and Lake Ice,Iceberg A74A
2023-04-28,Sea and Lake Ice,Iceberg A74A
2023-05-12,Sea and Lake Ice,Iceberg A74A
2023-06-09,Sea and Lake Ice,Iceberg A74A
2023-06-30,Sea and Lake Ice,Iceberg A74A
2023-07-14,Sea and Lake Ice,Iceberg A74A
2023-07-28,Sea and Lake Ice,Iceberg A74A
2023-08-04,Sea and Lake Ice,Iceberg A74A
2023-09-08,Sea and Lake Ice,Iceberg A74A
2023-09-15,Sea and Lake Ice,Iceberg A74A
2023-10-06,Sea and Lake Ice,Iceberg A74A
2023-10-26,Sea and Lake Ice,Iceberg A74A
2023-12-08,Sea and Lake Ice,Iceberg A74A
2024-01-18,Sea and Lake Ice,Iceberg A74A
2024-02-16,Sea and Lake Ice,Iceberg A74A
2024-03-29,Sea and Lake Ice,Iceberg A74A
2024-12-13,Sea and Lake Ice,Iceberg A74A
2025-01-16,Sea and Lake Ice,Iceberg A74A
2025-02-14,Sea and Lake Ice,Iceberg A74A
2025-03-06,Sea and Lake Ice,Iceberg A74A
2025-03-21,Sea and Lake Ice,Iceberg A74A
2025-04-04,Sea and Lake Ice,Iceberg A74A
2025-04-18,Sea and Lake Ice,Iceberg A74A
2025-05-02,Sea and Lake Ice,Iceberg A74A
2025-05-16,Sea and Lake Ice,Iceberg A74A
2025-05-22,Sea and Lake Ice,Iceberg A74A
2025-05-29,Sea and Lake Ice,Iceberg A74A
2025-06-05,Sea and Lake Ice,Iceberg A74A
2025-06-20,Sea and Lake Ice,Iceberg A74A
2025-07-31,Sea and Lake Ice,Iceberg A74A
2025-08-08,Sea and Lake Ice,Iceberg A74A
2025-08-21,Sea and Lake Ice,Iceberg A74A
2025-08-28,Sea and Lake Ice,Iceberg A74A
2025-09-04,Sea and Lake Ice,Iceberg A74A
2025-09-26,Sea and Lake Ice,Iceberg A74A
2025-10-09,Sea and Lake Ice,Iceberg A74A
2025-10-16,Sea and Lake Ice,Iceberg A74A
2025-10-23,Sea and Lake Ice,Iceberg A74A
2025-10-31,Sea and Lake Ice,Iceberg A74A
2025-11-07,Sea and Lake Ice,Iceberg A74A
2025-11-14,Sea and Lake Ice,Iceberg A74A
2025-11-21,Sea and Lake Ice,Iceberg A74A
2022-10-21,Sea and Lake Ice,Iceberg D32
2022-11-11,Sea and Lake Ice,Iceberg D32
2022-12-16,Sea and Lake Ice,Iceberg D32
2023-01-06,Sea and Lake Ice,Iceberg D32
2023-01-20,Sea and Lake Ice,Iceberg D32
2023-02-03,Sea and Lake Ice,Iceberg D32
2023-03-10,Sea and Lake Ice,Iceberg D32
2023-04-14,Sea and Lake Ice,Iceberg D32
2023-04-21,Sea and Lake Ice,Iceberg D32
2023-04-28,Sea and Lake Ice,Iceberg D32
2023-05-05,Sea and Lake Ice,Iceberg D32
2023-12-08,Sea and Lake Ice,Iceberg D32
2024-02-02,Sea and Lake Ice,Iceberg D32
2024-02-23,Sea and Lake Ice,Iceberg D32
2024-03-15,Sea and Lake Ice,Iceberg D32
2024-03-29,Sea and Lake Ice,Iceberg D32
2024-12-13,Sea and Lake Ice,Iceberg D32
2024-12-26,Sea and Lake Ice,Iceberg D32
2025-01-31,Sea and Lake Ice,Iceberg D32
2025-02-06,Sea and Lake Ice,Iceberg D32
2025-02-14,Sea and Lake Ice,Iceberg D32
2025-02-21,Sea and Lake Ice,Iceberg D32
2025-04-18,Sea and Lake Ice,Iceberg D32
2025-04-24,Sea and Lake Ice,Iceberg D32
2025-05-02,Sea and Lake Ice,Iceberg D32
2025-05-09,Sea and Lake Ice,Iceberg D32
2025-05-16,Sea and Lake Ice,Iceberg D32
2025-05-29,Sea and Lake Ice,Iceberg D32
2025-06-12,Sea and Lake Ice,Iceberg D32
2025-07-31,Sea and Lake Ice,Iceberg D32
2025-08-14,Sea and Lake Ice,Iceberg D32
2025-08-21,Sea and Lake Ice,Iceberg D32
2025-08-28,Sea and Lake Ice,Iceberg D32
2025-09-11,Sea and Lake Ice,Iceberg D32
2025-09-18,Sea and Lake Ice,Iceberg D32
2025-10-09,Sea and Lake Ice,Iceberg D32
2025-10-16,Sea and Lake Ice,Iceberg D32
2025-10-31,Sea and Lake Ice,Iceberg D32
2025-11-07,Sea and Lake Ice,Iceberg D32
2025-11-21,Sea and Lake Ice,Iceberg D32
2023-01-27,Sea and Lake Ice,Iceberg A81
2023-02-24,Sea and Lake Ice,Iceberg A81
2023-03-10,Sea and Lake Ice,Iceberg A81
2023-03-31,Sea and Lake Ice,Iceberg A81
2023-04-07,Sea and Lake Ice,Iceberg A81
2023-04-28,Sea and Lake Ice,Iceberg A81
2023-05-26,Sea and Lake Ice,Iceberg A81
2023-06-15,Sea and Lake Ice,Iceberg A81
2023-07-14,Sea and Lake Ice,Iceberg A81
2023-07-28,Sea and Lake Ice,Iceberg A81
2023-08-04,Sea and Lake Ice,Iceberg A81
2023-09-22,Sea and Lake Ice,Iceberg A81
2023-10-26,Sea and Lake Ice,Iceberg A81
2024-03-07,Sea and Lake Ice,Iceberg A81
2024-12-13,Sea and Lake Ice,Iceberg A81
2025-02-21,Sea and Lake Ice,Iceberg A81
2025-03-13,Sea and Lake Ice,Iceberg A81
2025-04-04,Sea and Lake Ice,Iceberg A81
2025-05-22,Sea and Lake Ice,Iceberg A81
2025-07-18,Sea and Lake Ice,Iceberg A81
2025-08-08,Sea and Lake Ice,Iceberg A81
2025-09-04,Sea and Lake Ice,Iceberg A81
2025-10-09,Sea and Lake Ice,Iceberg A81
2025-11-14,Sea and Lake Ice,Iceberg A81
2023-09-08,Sea and Lake Ice,Iceberg D33A
2023-09-15,Sea and Lake Ice,Iceberg D33A
2023-09-22,Sea and Lake Ice,Iceberg D33A
2023-09-30,Sea and Lake Ice,Iceberg D33A
2023-10-26,Sea and Lake Ice,Iceberg D33A
2023-11-09,Sea and Lake Ice,Iceberg D33A
2023-11-24,Sea and Lake Ice,Iceberg D33A
2023-12-08,Sea and Lake Ice,Iceberg D33A
2023-12-15,Sea and Lake Ice,Iceberg D33A
2023-12-21,Sea and Lake Ice,Iceberg D33A
2023-12-28,Sea and Lake Ice,Iceberg D33A
2024-01-04,Sea and Lake Ice,Iceberg D33A
2024-01-18,Sea and Lake Ice,Iceberg D33A
2024-02-02,Sea and Lake Ice,Iceberg D33A
2024-02-16,Sea and Lake Ice,Iceberg D33A
2024-02-23,Sea and Lake Ice,Iceberg D33A
2024-03-01,Sea and Lake Ice,Iceberg D33A
2024-03-07,Sea and Lake Ice,Iceberg D33A
2024-03-15,Sea and Lake Ice,Iceberg D33A
2024-03-22,Sea and Lake Ice,Iceberg D33A
2024-03-29,Sea and Lake Ice,Iceberg D33A
2024-12-13,Sea and Lake Ice,Iceberg D33A
2025-01-10,Sea and Lake Ice,Iceberg D33A
2025-03-21,Sea and Lake Ice,Iceberg D33A
2025-04-11,Sea and Lake Ice,Iceberg D33A
2025-07-04,Sea and Lake Ice,Iceberg D33A
2025-07-31,Sea and Lake Ice,Iceberg D33A
2025-08-21,Sea and Lake Ice,Iceberg D33A
2025-09-11,Sea and Lake Ice,Iceberg D33A
2025-10-09,Sea and Lake Ice,Iceberg D33A
2025-10-23,Sea and Lake Ice,Iceberg D33A
2025-11-14,Sea and Lake Ice,Iceberg D33A
2023-09-08,Sea and Lake Ice,Iceberg D33B
2023-09-15,Sea and Lake Ice,Iceberg D33B
2023-09-30,Sea and Lake Ice,Iceberg D33B
2023-10-26,Sea and Lake Ice,Iceberg D33B
2023-12-08,Sea and Lake Ice,Iceberg D33B
2023-12-15,Sea and Lake Ice,Iceberg D33B
2023-12-28,Sea and Lake Ice,Iceberg D33B
2024-01-04,Sea and Lake Ice,Iceberg D33B
2024-01-18,Sea and Lake Ice,Iceberg D33B
2024-02-08,Sea and Lake Ice,Iceberg D33B
2024-02-23,Sea and Lake Ice,Iceberg D33B
2024-03-01,Sea and Lake Ice,Iceberg D33B
2024-03-07,Sea and Lake Ice,Iceberg D33B
2024-03-22,Sea and Lake Ice,Iceberg D33B
2024-03-29,Sea and Lake Ice,Iceberg D33B
2024-04-05,Sea and Lake Ice,Iceberg D33B
2024-04-12,Sea and Lake Ice,Iceberg D33B
2024-12-13,Sea and Lake Ice,Iceberg D33B
2025-01-10,Sea and Lake Ice,Iceberg D33B
2025-02-06,Sea and Lake Ice,Iceberg D33B
2025-03-27,Sea and Lake Ice,Iceberg D33B
2025-04-11,Sea and Lake Ice,Iceberg D33B
2025-05-16,Sea and Lake Ice,Iceberg D33B
2025-05-29,Sea and Lake Ice,Iceberg D33B
2025-06-05,Sea and Lake Ice,Iceberg D33B
2025-06-12,Sea and Lake Ice,Iceberg D33B
2025-07-11,Sea and Lake Ice,Iceberg D33B
2025-08-08,Sea and Lake Ice,Iceberg D33B
2025-08-21,Sea and Lake Ice,Iceberg D33B
2025-08-28,Sea and Lake Ice,Iceberg D33B
2025-09-11,Sea and Lake Ice,Iceberg D33B
2025-09-26,Sea and Lake Ice,Iceberg D33B
2025-10-16,Sea and Lake Ice,Iceberg D33B
2025-11-14,Sea and Lake Ice,Iceberg D33B
2025-11-21,Sea and Lake Ice,Iceberg D33B
2024-01-11,Sea and Lake Ice,Iceberg D35
2024-01-18,Sea and Lake Ice,Iceberg D35
2024-02-02,Sea and Lake Ice,Iceberg D35
2024-03-01,Sea and Lake Ice,Iceberg D35
2024-03-07,Sea and Lake Ice,Iceberg D35
2024-03-15,Sea and Lake Ice,Iceberg D35
2024-03-22,Sea and Lake Ice,Iceberg D35
2024-03-29,Sea and Lake Ice,Iceberg D35
2024-04-05,Sea and Lake Ice,Iceberg D35
2024-04-12,Sea and Lake Ice,Iceberg D35
2024-12-13,Sea and Lake Ice,Iceberg D35
2025-04-04,Sea and Lake Ice,Iceberg D35
2025-04-24,Sea and Lake Ice,Iceberg D35
2025-05-29,Sea and Lake Ice,Iceberg D35
2025-06-05,Sea and Lake Ice,Iceberg D35
2025-06-12,Sea and Lake Ice,Iceberg D35
2025-07-18,Sea and Lake Ice,Iceberg D35
2025-07-31,Sea and Lake Ice,Iceberg D35
2025-08-14,Sea and Lake Ice,Iceberg D35
2025-08-21,Sea and Lake Ice,Iceberg D35
2025-08-28,Sea and Lake Ice,Iceberg D35
2025-09-11,Sea and Lake Ice,Iceberg D35
2025-09-26,Sea and Lake Ice,Iceberg D35
2025-10-16,Sea and Lake Ice,Iceberg D35
2025-11-14,Sea and Lake Ice,Iceberg D35
2024-04-19,Sea and Lake Ice,Iceberg D33C
2024-12-13,Sea and Lake Ice,Iceberg D33C
2025-01-10,Sea and Lake Ice,Iceberg D33C
2025-02-14,Sea and Lake Ice,Iceberg D33C
2025-03-27,Sea and Lake Ice,Iceberg D33C
2025-04-24,Sea and Lake Ice,Iceberg D33C
2025-07-04,Sea and Lake Ice,Iceberg D33C
2025-07-31,Sea and Lake Ice,Iceberg D33C
2025-08-21,Sea and Lake Ice,Iceberg D33C
2025-09-18,Sea and Lake Ice,Iceberg D33C
2025-10-16,Sea and Lake Ice,Iceberg D33C
2025-11-14,Sea and Lake Ice,Iceberg D33C
2024-05-24,Sea and Lake Ice,Iceberg A83
2024-12-13,Sea and Lake Ice,Iceberg A83
2025-01-23,Sea and Lake Ice,Iceberg A83
2025-02-14,Sea and Lake Ice,Iceberg A83
2025-02-21,Sea and Lake Ice,Iceberg A83
2025-04-04,Sea and Lake Ice,Iceberg A83
2025-04-24,Sea and Lake Ice,Iceberg A83
2025-05-02,Sea and Lake Ice,Iceberg A83
2025-05-22,Sea and Lake Ice,Iceberg A83
2025-05-29,Sea and Lake Ice,Iceberg A83
2025-06-05,Sea and Lake Ice,Iceberg A83
2025-06-12,Sea and Lake Ice,Iceberg A83
2025-06-20,Sea and Lake Ice,Iceberg A83
2025-07-31,Sea and Lake Ice,Iceberg A83
2025-08-08,Sea and Lake Ice,Iceberg A83
2025-08-21,Sea and Lake Ice,Iceberg A83
2025-08-28,Sea and Lake Ice,Iceberg A83
2025-09-11,Sea and Lake Ice,Iceberg A83
2025-09-26,Sea and Lake Ice,Iceberg A83
2025-10-16,Sea and Lake Ice,Iceberg A83
2025-11-14,Sea and Lake Ice,Iceberg A83
2025-11-21,Sea and Lake Ice,Iceberg A83
2024-08-15,Sea and Lake Ice,Iceberg B22F
2024-12-13,Sea and Lake Ice,Iceberg B22F
2024-12-26,Sea and Lake Ice,Iceberg B22F
2025-01-02,Sea and Lake Ice,Iceberg B22F
2025-01-31,Sea and Lake Ice,Iceberg B22F
2025-02-14,Sea and Lake Ice,Iceberg B22F
2025-03-06,Sea and Lake Ice,Iceberg B22F
2025-03-13,Sea and Lake Ice,Iceberg B22F
2025-03-27,Sea and Lake Ice,Iceberg B22F
2025-04-11,Sea and Lake Ice,Iceberg B22F
2025-05-09,Sea and Lake Ice,Iceberg B22F
2025-05-22,Sea and Lake Ice,Iceberg B22F
2025-06-05,Sea and Lake Ice,Iceberg B22F
2025-06-12,Sea and Lake Ice,Iceberg B22F
2025-06-27,Sea and Lake Ice,Iceberg B22F
2025-07-11,Sea and Lake Ice,Iceberg B22F
2025-07-31,Sea and Lake Ice,Iceberg B22F
2025-08-21,Sea and Lake Ice,Iceberg B22F
2025-09-04,Sea and Lake Ice,Iceberg B22F
2025-09-11,Sea and Lake Ice,Iceberg B22F
2025-10-09,Sea and Lake Ice,Iceberg B22F
2025-10-16,Sea and Lake Ice,Iceberg B22F
2025-10-31,Sea and Lake Ice,Iceberg B22F
2025-11-14,Sea and Lake Ice,Iceberg B22F
2024-08-15,Sea and Lake Ice,Iceberg B22G
2024-12-13,Sea and Lake Ice,Iceberg B22G
2025-01-02,Sea and Lake Ice,Iceberg B22G
2025-01-23,Sea and Lake Ice,Iceberg B22G
2025-02-21,Sea and Lake Ice,Iceberg B22G
2025-03-06,Sea and Lake Ice,Iceberg B22G
2025-03-21,Sea and Lake Ice,Iceberg B22G
2025-04-04,Sea and Lake Ice,Iceberg B22G
2025-05-02,Sea and Lake Ice,Iceberg B22G
2025-05-16,Sea and Lake Ice,Iceberg B22G
2025-05-22,Sea and Lake Ice,Iceberg B22G
2025-06-05,Sea and Lake Ice,Iceberg B22G
2025-06-12,Sea and Lake Ice,Iceberg B22G
2025-06-27,Sea and Lake Ice,Iceberg B22G
2025-07-18,Sea and Lake Ice,Iceberg B22G
2025-07-31,Sea and Lake Ice,Iceberg B22G
2025-08-08,Sea and Lake Ice,Iceberg B22G
2025-08-14,Sea and Lake Ice,Iceberg B22G
2025-08-28,Sea and Lake Ice,Iceberg B22G
2025-09-11,Sea and Lake Ice,Iceberg B22G
2025-09-18,Sea and Lake Ice,Iceberg B22G
2025-10-09,Sea and Lake Ice,Iceberg B22G
2025-10-16,Sea and Lake Ice,Iceberg B22G
2025-11-14,Sea and Lake Ice,Iceberg B22G
2024-12-12,Wildfires,Wildfire in Sudan 1023071
2024-12-12,Wildfires,Wildfire in Cote d&#039;Ivoire 1023081
2024-12-12,Wildfires,Wildfire in Mali 1023085
2024-12-12,Wildfires,Wildfire in Ghana 1023092
2024-12-12,Wildfires,Wildfire in Ghana 1023093
2024-12-12,Wildfires,Wildfire in Ghana 1023095
2024-12-12,Wildfires,Wildfire in Sudan 1023098
2024-12-12,Wildfires,"APQ Recreation Area 1 &amp; 2 Rx 1212 Wildfire, Polk, Florida"
2024-12-12,Wildfires,"RX CALV C-133 Wildfire, Vernon, Louisiana"
2024-12-12,Volcanoes,"Home Reef Volcano, Tonga"
2024-12-11,Wildfires,Wildfire in Sudan 1023070
2024-12-11,Wildfires,Wildfire in Sudan 1023079
2024-12-11,Wildfires,Wildfire in Central African Republic 1023089
2024-12-11,Wildfires,"LBJ Bois d&#039;Arc RX Wildfire, Fannin, Texas"
2024-12-10,Wildfires,Wildfire in Chad 1023064
2024-12-10,Wildfires,Wildfire in Mali 1023078
2024-12-10,Wildfires,Wildfire in Cote d&#039;Ivoire 1023083
2024-12-10,Wildfires,"APQ Recreation Area 3 Rx 1210 Wildfire, Polk, Florida"
2024-12-10,Wildfires,"FRANKLIN Wildfire, Los Angeles, California"
2024-12-09,Wildfires,Wildfire in Australia 1023057
2024-12-09,Wildfires,Wildfire in Sudan 1023058
2024-12-09,Wildfires,Wildfire in Burkina Faso 1023067
2024-12-09,Wildfires,Wildfire in Ethiopia 1023065
2024-12-09,Wildfires,Wildfire in Sudan 1023072
2024-12-09,Wildfires,"APQ Recreation Area 1 Rx 1209 Wildfire, Polk, Florida"
2024-12-08,Wildfires,"Coyote Wildfire, Gaston, North Carolina"
2024-12-08,Wildfires,Wildfire in Sudan 1023061
2024-12-08,Wildfires,Wildfire in Ghana 1023075
2024-12-08,Wildfires,Wildfire in Sudan 1023084
2024-12-08,Wildfires,"Radue Wildfire, Custer, Montana"
2024-12-08,Wildfires,"APQ Recreation Area 3 Rx 1208 Wildfire, Polk, Florida"
2024-12-07,Wildfires,Wildfire in Australia 1023050
2024-12-07,Wildfires,Wildfire in Australia 1023051
2024-12-07,Wildfires,Wildfire in Australia 1023056
2024-12-07,Wildfires,Wildfire in Sudan 1023052
2024-12-07,Wildfires,Wildfire in Sudan 1023066
2024-12-07,Wildfires,"APQ Recreation Area 2 Rx 1207 Wildfire, Polk, Florida"
2024-12-06,Wildfires,Wildfire in Sudan 1023037
2024-12-06,Wildfires,Wildfire in Central African Republic 1023047
2024-12-06,Wildfires,Wildfire in Sudan 1023049
2024-12-06,Wildfires,Wildfire in Sudan 1023059
2024-12-06,Wildfires,Wildfire in Central African Republic 1023062
2024-12-06,Wildfires,Wildfire in Sudan 1023073
2024-12-05,Wildfires,Wildfire in Madagascar 1023055
2024-12-05,Wildfires,Wildfire in Madagascar 1023053
2024-12-05,Wildfires,Wildfire in Sudan 1023054
2024-12-05,Wildfires,Wildfire in Madagascar 1023060
2024-12-05,Wildfires,Wildfire in Burkina Faso 1023063
2024-12-04,Wildfires,Wildfire in Australia 1023034
2024-12-04,Wildfires,Wildfire in Sudan 1023035
2024-12-04,Wildfires,Wildfire in Australia 1023038
2024-12-04,Wildfires,Wildfire in Benin 1023039
2024-12-04,Wildfires,Wildfire in Sudan 1023042
2024-12-04,Wildfires,Wildfire in Ghana 1023068
2024-12-03,Wildfires,Wildfire in Sudan 1023033
2024-12-03,Wildfires,Wildfire in Sudan 1023048
2024-12-02,Wildfires,Wildfire in Sudan 1023032
2024-12-02,Wildfires,"KDF - Confluence 2 Wildfire, Leslie, Kentucky"
2024-12-01,Wildfires,Wildfire in Sudan 1023031
2024-12-01,Wildfires,Wildfire in Benin 1023040
2024-12-01,Wildfires,Wildfire in Australia 1023045
2024-12-01,Wildfires,Wildfire in Central African Republic 1023046
2024-11-30,Wildfires,Wildfire in Burkina Faso 1023028
2024-11-30,Wildfires,Wildfire in Benin 1023029
2024-11-30,Wildfires,Wildfire in Sudan 1023043
2024-11-29,Wildfires,Wildfire in Sudan 1023044
2024-11-28,Wildfires,Wildfire in Brazil 1023024
2024-11-28,Wildfires,Wildfire in Benin 1023036
2024-11-27,Wildfires,Wildfire in Sudan 1023021
2024-11-27,Wildfires,Wildfire in Benin 1023030
2024-11-26,Wildfires,Wildfire in Niger 1023016
2024-11-26,Wildfires,Wildfire in Sudan 1023018
2024-11-26,Wildfires,Wildfire in Brazil 1023020
2024-11-26,Wildfires,Wildfire in Sudan 1023027
2024-11-25,Wildfires,Wildfire in Burkina Faso 1023025
2024-11-24,Wildfires,Wildfire in Australia 1023001
2024-11-24,Wildfires,Wildfire in Niger 1023007
2024-11-24,Wildfires,Wildfire in Australia 1023008
2024-11-24,Wildfires,Wildfire in Australia 1023010
2024-11-24,Wildfires,Wildfire in Sudan 1023022
2024-11-24,Wildfires,Wildfire in Sudan 1023023
2024-11-24,Wildfires,"B ANAYA Wildfire, Santa Fe, New Mexico"
2024-11-23,Wildfires,Wildfire in Brazil 1023015
2024-11-23,Wildfires,Wildfire in Benin 1023026
2024-11-22,Wildfires,Wildfire in Australia 1022999
2024-11-22,Wildfires,Wildfire in Australia 1023003
2024-11-22,Wildfires,Wildfire in Australia 1023013
2024-11-22,Wildfires,Wildfire in Benin 1023017
2024-11-22,Wildfires,"Newsome Ridge 2 Wildfire, Mingo, West Virginia"
